PRODUCT_CODE,ITEM,LENGTH,COLOR,TYPE,PRICE,STOCK,MPRICE,WPRICE,RPRICE
NSW14 , NSW14,,P1B_350,Inch,80.25,,,,
NSW14 , NSW14,,P1B_BG ,Inch,80.25,,,,
NSW14 , NSW14,,P27_613 ,Inch,80.25,,,,
NSW14 ,,,P4_27,Inch,,,,,
BONITA,BONITA,,F1B_27S,Inch,,,,,
VIOLET,VIOLET,,1,Inch,22.5,22.5,121,,
MIX ROMANCE,,,,Inch,,,,,
BECKY,BECKY,,HL2_350  ,Inch,66,66,.,,
BARBARA,BARBARA,,HL2_350  ,Inch,54,54,1,,
MATCH M.BOB,MATCH M.BOB,,1,Inch,,,,,
NSW12,NSW12,,001B,Inch,65.7,65.7,,,
REBA,REBA,,1,Inch,51,51,17,,
MIX M.BOB,MIX M.BOB ,,1,Inch,,,,,
NSW10 ,NSW10 ,,1,Inch,50.25,50.25,,,
ROSEMARY,ROSEMARY,,1,Inch,22.5,22.5,35,,
NICOLE,NICOLE,,1,Inch,105,105,36,,
JASMENIA,,,,Inch,,,,,
IRIS ,,,,Inch,,,,,
HOLLY,,,,Inch,,,,,
MATCH L.LAYER,,,1,Inch,,,,,
MATCH L.LAYER,,,4,Inch,,,,,
MATCH L.LAYER,,,2,Inch,,,,,
MATCH L.LAYER,,,27,Inch,,,,,
MATCH L.LAYER,,,33,Inch,,,,,
MATCH L.LAYER,,,30,Inch,,,,,
MATCH L.LAYER,,,P1B_30,Inch,,,,,
MATCH L.LAYER,,,P4_30,Inch,,,,,
MATCH L.LAYER,,,P27_613,Inch,,,,,
MATCH L.LAYER,,,P4_27,Inch,,,,,
MATCH L.LAYER,,,P6_613,Inch,,,,,
MATCH L.LAYER,,,P6_613,Inch,,,,,
NSW08,NSW08,,4,Inch,21,21,,,
MATCH FINGER,MATCH FINGER,,14,Inch,,,,,
MIX FINGER,,,,Inch,,,,,
MIX L.LAYER,MIX L.LAYER,,1,Inch,,,,,
MATCH BODY W,MIX BODY W,,2,,9.98,198,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,4,,9.98,211,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,350,,9.98,185,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,613,,9.98,100,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,001B,,9.98,93,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,P1B_30,,9.98,72,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,P27_30,,9.98,133,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,P27_33,,9.98,197,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,P30_33,,9.98,200,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,P4_27,,9.98,162,4.99,4.99,19.96
MATCH BODY W,MIX BODY W,,P4_30,,9.98,122,4.99,4.99,19.96
MIX BODY W,MIX BODY W,,2,Inch,9.98,9.98,198,4.99,4.99
MIX BODY W, MIX BODY W,,4,Inch,9.98,9.98,211,4.99,4.99
MIX BODY W, MIX BODY W,,350,Inch,9.98,9.98,185,4.99,4.99
MIX BODY W, MIX BODY W,,613,Inch,9.98,9.98,100,4.99,4.99
MIX BODY W, MIX BODY W,,001B,Inch,9.98,9.98,93,4.99,4.99
MIX BODY W, MIX BODY W,,P1B_30,Inch,9.98,9.98,72,4.99,4.99
MIX BODY W, MIX BODY W,,P27_30,Inch,9.98,9.98,133,4.99,4.99
MIX BODY W, MIX BODY W,,P27_33,Inch,9.98,9.98,197,4.99,4.99
MIX BODY W, MIX BODY W,,P30_33,Inch,9.98,9.98,200,4.99,4.99
MIX BODY W, MIX BODY W,,P4_27,Inch,9.98,9.98,162,4.99,4.99
MIX BODY W, MIX BODY W,,P4_30,Inch,9.98,9.98,122,4.99,4.99
MIX BODY W, MIX BODY W,,2,Inch,9.98,9.98,198,4.99,4.99
STW,STW,10,4,Inch,35,23,17.5,17.5,52.5
STW,STW,10,27,Inch,49,28,24.5,24.5,73.5
STW,STW,10,30,Inch,35,6,17.5,17.5,52.5
STW,STW,10,33,Inch,35,20,17.5,17.5,52.5
STW,STW,10,44,Inch,39,6,19.5,19.5,58.5
STW,STW,10,350,Inch,49,20,24.5,24.5,73.5
STW,STW,10,613,Inch,75,8,37.5,37.5,112.5
STW,STW,10,99J,Inch,49,3,24.5,24.5,73.5
STW,STW,10,BLUE,Inch,75,60,37.5,37.5,112.5
STW,STW,10,BURG,Inch,49,2,24.5,24.5,73.5
STW,STW,10,GREEN,Inch,75,53,37.5,37.5,112.5
STW,STW,10,ORANGE,Inch,75,50,37.5,37.5,112.5
STW,STW,10,P1B_30,Inch,39,19,19.5,19.5,58.5
STW,STW,10,P1B_350,Inch,49,8,24.5,24.5,73.5
STW,STW,10,P1B_99J,Inch,49,11,24.5,24.5,73.5
STW,STW,10,P1B_BG,Inch,49,12,24.5,24.5,73.5
STW,STW,10,P27_30,Inch,49,12,24.5,24.5,73.5
STW,STW,10,P27_33,Inch,49,15,24.5,24.5,73.5
STW,STW,10,P27_613,Inch,105,16,52.5,52.5,157.5
STW,STW,10,P4_27,Inch,49,12,24.5,24.5,73.5
STW,STW,10,P4_30,Inch,39,35,19.5,19.5,58.5
STW,STW,10,PINK,Inch,75,48,37.5,37.5,112.5
STW,STW,10,PURPLE,Inch,75,48,37.5,37.5,112.5
STW,STW,10,RED,Inch,75,67,37.5,37.5,112.5
STW,STW,12,1,Inch,50,61,25,25,75
STW,STW,12,27,Inch,64,15,32,32,96
STW,STW,12,30,Inch,50,12,25,25,75
STW,STW,12,33,Inch,50,17,25,25,75
STW,STW,12,350,Inch,64,16,32,32,96
STW,STW,12,613,Inch,90,9,45,45,135
STW,STW,12,001B,Inch,50,26,25,25,75
STW,STW,12,99J,Inch,64,18,32,32,96
STW,STW,12,BURG,Inch,64,24,32,32,96
STW,STW,12,P1B_30,Inch,54,10,27,27,81
STW,STW,12,P1B_33,Inch,54,14,27,27,81
STW,STW,12,P1B_350,Inch,64,11,32,32,96
STW,STW,12,P1B_99J,Inch,64,17,32,32,96
STW,STW,12,P1B_BG,Inch,64,12,32,32,96
STW,STW,12,P27_30,Inch,64,14,32,32,96
STW,STW,12,P27_33,Inch,64,10,32,32,96
STW,STW,12,P27_613,Inch,120,33,60,60,180
STW,STW,12,P4_27,Inch,64,24,32,32,96
STW,STW,12,P4_30,Inch,54,12,27,27,81
STW,STW,14,1,Inch,64,121,32,32,96
STW,STW,14,2,Inch,64,5,32,32,96
STW,STW,14,4,Inch,64,5,32,32,96
STW,STW,14,22,Inch,104,143,52,52,156
STW,STW,14,27,Inch,78,12,39,39,117
STW,STW,14,30,Inch,64,13,32,32,96
STW,STW,14,33,Inch,64,2,32,32,96
STW,STW,14,350,,78,18,39,39,117
STW,STW,14,613,,104,20,52,52,156
STW,STW,14,001B,,64,92,32,32,96
STW,STW,14,99J,,78,4,39,39,117
STW,STW,14,P18_22,,104,72,52,52,156
STW,STW,14,P18_613,,104,17,52,52,156
STW,STW,14,P1B_30,,68,7,34,34,102
STW,STW,14,P1B_33,,68,2,34,34,102
STW,STW,14,P1B_BG,,78,2,39,39,117
STW,STW,14,P24_613,,104,80,52,52,156
STW,STW,14,P27_24,,104,135,52,52,156
STW,STW,14,P27_33,,78,2,39,39,117
STW,STW,14,P27_613,,134,107,67,67,201
STW,STW,14,P4_613,,104,153,52,52,156
STW,STW,14,P6_24,,104,30,52,52,156
STW,STW,14,P6_27,,78,96,39,39,117
STW,STW,14,P6_613,,104,57,52,52,156
STW,STW,16,1,,74,26,37,37,111
STW,STW,16,2,,74,77,37,37,111
STW,STW,16,4,,74,8,37,37,111
STW,STW,16,22,,124,20,62,62,186
STW,STW,16,350,,98,30,49,49,147
STW,STW,16,001B,,74,20,37,37,111
STW,STW,16,P1B_30,,78,16,39,39,117
STW,STW,16,P1B_33,,78,17,39,39,117
STW,STW,16,P1B_BG,,98,16,49,49,147
STW,STW,16,P27_24,,124,6,62,62,186
STW,STW,16,P27_30,,98,2,49,49,147
STW,STW,16,P27_33,,98,4,49,49,147
STW,STW,16,P4_30,,78,3,39,39,117
STW,STW,16,P4_613,,124,68,62,62,186
STW,STW,18,4,,88,2,44,44,132
STW,STW,18,30,,88,10,44,44,132
STW,STW,18,350,,112,15,56,56,168
STW,STW,18,P18_22,,138,5,69,69,207
STW,STW,18,P1B_30,,92,18,46,46,138
STW,STW,18,P1B_33,,92,12,46,46,138
STW,STW,18,P1B_BG,,112,4,56,56,168
STW,STW,18,P27_24,,138,7,69,69,207
STW,STW,18,P27_33,,112,6,56,56,168
STW,STW,18,P6_27,,112,4,56,56,168
STW,STW,28A,1,,200,36,100,100,300
test001,FLW-B-DB2,5,1,Inch,199.2,10,159.36,179.28,350
test001,FLW-B-DB3,5,1B,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB4,5,2,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB5,5,3,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB6,5,4,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB7,5,6,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB8,5,8,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB9,5,9,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB10,5,10,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB11,5,12,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB12,5,14,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB13,5,16,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB14,5,18,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB15,5,22,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB16,5,24,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB17,5,25,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB18,5,27A,Inch,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB19,5,1,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB20,5,1B,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB21,5,2,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB22,5,3,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB23,5,4,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB24,5,6,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB25,5,8,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB26,5,9,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB27,5,10,Inch,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB28,5,12,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB29,5,14,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB30,5,16,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB31,5,18,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB32,5,22,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB33,5,24,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB34,5,25,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB35,5,27A,Inch,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB36,5,1,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB37,5,1B,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB38,5,2,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB39,5,3,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB40,5,4,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB41,5,6,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB42,5,8,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB43,5,9,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB44,5,10,Inch,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB45,5,12,Inch,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB46,5,14,Inch,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB47,5,16,Inch,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB48,5,18,Inch,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB49,5,22,Inch,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB50,5,24,Inch,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB51,5,25,Inch,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB52,5,27A,,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB53,5,1,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB54,5,1B,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB55,5,2,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB56,5,3,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB57,5,4,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB58,5,6,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB59,5,8,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB60,5,9,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB61,5,10,,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB62,5,12,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB63,5,14,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB64,5,16,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB65,5,18,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB66,5,22,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB67,5,24,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB68,5,25,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB69,5,27A,,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB70,5,1,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB71,5,1B,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB72,5,2,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB73,5,3,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB74,5,4,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB75,5,6,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB76,5,8,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB77,5,9,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB78,5,10,,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB79,5,12,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB80,5,14,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB81,5,16,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB82,5,18,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB83,5,22,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB84,5,24,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB85,5,25,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB86,5,27A,,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB87,5,1,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB88,5,1B,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB89,5,2,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB90,5,3,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB91,5,4,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB92,5,6,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB93,5,8,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB94,5,9,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB95,5,10,,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB96,5,12,,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB97,5,14,,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB98,5,16,,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB99,5,18,,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB100,5,22,,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB101,5,24,,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB102,5,25,,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB103,5,27A,,289.2,20,231.36,260.28,433.8
test001,FLW-B-DB104,5,1,,304.2,5,243.36,273.78,456.3
test001,FLW-B-DB105,5,1B,,304.2,5,243.36,273.78,456.3
test001,FLW-B-DB106,5,2,,304.2,5,243.36,273.78,456.3
test1,,,,,,,,,
