ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,PRICE,STOCK,MANUFACTUREPRICE,WHOLESALEPRICE,REGULARPRICE,AGENT_PRICE
1003,MYANMAR-ST,MYANMAR-ST,10,Natural,Inch,26,99,40.59,22,52,22
1003,MYANMAR-ST,MYANMAR-ST,12,Natural,Inch,31.5,99,48.82,26.5,63,26.5
1003,MYANMAR-ST,MYANMAR-ST,14,Natural,Inch,37,148,57.65,31.5,74,31.5
1003,MYANMAR-ST,MYANMAR-ST,16,Natural,Inch,42.5,197,66.47,36,85,36
1003,MYANMAR-ST,MYANMAR-ST,18,Natural,Inch,47.5,199,74.71,40.5,95,40.5
1003,MYANMAR-ST,MYANMAR-ST,20,Natural,Inch,53,99,82.94,45,106,45
1003,MYANMAR-ST,MYANMAR-ST,22,Natural,Inch,58.5,99,91.76,50,117,50
1003,MYANMAR-ST,MYANMAR-ST,24,Natural,Inch,63.5,99,99.41,54,127,54
1003,MYANMAR-ST,MYANMAR-ST,26,Natural,Inch,69,99,108.24,58.5,138,58.5
1005,SHUNFA-NW,SHUNFA-NW ,10,Natural,Inch,45.5,49,70.59,38.5,90,38.5
1005,SHUNFA-NW,SHUNFA-NW ,12,Natural,Inch,52.5,49,81.76,45,105,45
1005,SHUNFA-NW,SHUNFA-NW ,14,Natural,Inch,58,49,90.59,49.5,115,49.5
1005,SHUNFA-NW,SHUNFA-NW ,16,Natural,Inch,65.5,49,101.76,55.5,130,55.5
1005,SHUNFA-NW,SHUNFA-NW ,18,Natural,Inch,85.5,49,133.53,73,170,73
1005,SHUNFA-NW,SHUNFA-NW ,20,Natural,Inch,89.5,49,139.41,76,178,76
1005,SHUNFA-NW,SHUNFA-NW ,22,Natural,Inch,97.5,49,151.76,83,194,83
1005,SHUNFA-NW,SHUNFA-NW ,24,Natural,Inch,11.5,49,173.53,94.5,222,94.5
1005,SHUNFA-NW,SHUNFA-NW ,26,Natural,Inch,120,49,187.65,102,239,102
1004,SHUNFA-BW,SHUNFA-BW ,10,Natural,Inch,45,49,71.18,38,91,38
1004,SHUNFA-BW,SHUNFA-BW ,12,Natural,Inch,52.5,49,82.94,44.5,105,44.5
1004,SHUNFA-BW,SHUNFA-BW ,14,Natural,Inch,57.5,49,91.18,49,116,49
1004,SHUNFA-BW,SHUNFA-BW ,16,Natural,Inch,65,49,102.94,55.5,131,55.5
1004,SHUNFA-BW,SHUNFA-BW ,18,Natural,Inch,85,49,134.12,72.5,171,72.5
1004,SHUNFA-BW,SHUNFA-BW ,20,Natural,Inch,89,49,140,75.5,179,75.5
1004,SHUNFA-BW,SHUNFA-BW ,22,Natural,Inch,97,49,152.94,82.5,195,82.5
1004,SHUNFA-BW,SHUNFA-BW ,24,Natural,Inch,111,49,174.71,94,223,94
1004,SHUNFA-BW,SHUNFA-BW ,26,Natural,Inch,119.5,49,188.54,101.5,240,101.5
1000,MYANMAR-NW,MYANMAR-NW,10,Natural,Inch,26,49,40.59,22,52,22
1000,MYANMAR-NW,MYANMAR-NW,12,Natural,Inch,31.5,49,48.82,26.5,63,26.5
1000,MYANMAR-NW,MYANMAR-NW,14,Natural,Inch,37,99,57.65,31.5,74,31.5
1000,MYANMAR-NW,MYANMAR-NW,16,Natural,Inch,42.5,99,66.47,36,85,36
1000,MYANMAR-NW,MYANMAR-NW,18,Natural,Inch,47.5,96,74.71,40.5,95,40.5
1000,MYANMAR-NW,MYANMAR-NW,20,Natural,Inch,53,47,82.94,45,106,45
1000,MYANMAR-NW,MYANMAR-NW,22,Natural,Inch,58.5,47,91.76,50,117,50
1000,MYANMAR-NW,MYANMAR-NW,24,Natural,Inch,63.5,49,99.41,54,127,54
1000,MYANMAR-NW,MYANMAR-NW,26,Natural,Inch,69,49,108.24,58.5,138,58.5
1053,TRINA,TRINA,,1,Inch,18,20,28.24,15.5,36,15.5
1053,TRINA,TRINA,,001B,Inch,18,20,28.24,15.5,36,15.5
1053,TRINA,TRINA,,2,Inch,18,20,28.24,15.5,36,15.5
1053,TRINA,TRINA,,4,Inch,18,20,28.24,15.5,36,15.5
1053,TRINA,TRINA,,27,Inch,18,9,28.24,15.5,36,15.5
1053,TRINA,TRINA,,30,Inch,18,10,28.24,15.5,36,15.5
1053,TRINA,TRINA,,33,Inch,18,10,28.24,15.5,36,15.5
1053,TRINA,TRINA,,F1B_30,Inch,18,10,28.24,15.5,36,15.5
1053,TRINA,TRINA,,F4_27,Inch,18,10,28.24,15.5,36,15.5
1053,TRINA,TRINA,,F4_30,Inch,18,10,28.24,15.5,36,15.5
1023,STACY,STACY,,1,Inch,80,19,125.88,68,160,68
1023,STACY,STACY,,1B,Inch,80,20,125.88,68,160,68
1023,STACY,STACY,,2,Inch,80,19,125.88,68,160,68
1023,STACY,STACY,,4,Inch,80,20,125.88,68,160,68
1023,STACY,STACY,,27,Inch,80,10,125.88,68,160,68
1023,STACY,STACY,,30,Inch,80,10,125.88,68,160,68
1023,STACY,STACY,,33,Inch,80,10,125.88,68,160,68
1023,STACY,STACY,,F1B_30,Inch,80,10,125.88,68,160,68
1023,STACY,STACY,,F4_27,Inch,80,10,125.88,68,160,68
1023,STACY,STACY,,F4_30,Inch,80,10,125.88,68,160,68
1022,SIMONE,SIMONE,,1,Inch,19.5,20,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,1B,Inch,19.5,20,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,2,Inch,19.5,20,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,4,Inch,19.5,20,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,27,Inch,19.5,10,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,30,Inch,19.5,10,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,33,Inch,19.5,10,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,F1B_30,Inch,19.5,10,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,F4_27,Inch,19.5,9,30.59,16.5,39,16.5
1022,SIMONE,SIMONE,,F4_30,Inch,19.5,10,30.59,16.5,39,16.5
1,FAC-NA,FAC-NA,12,NATURAL,Inch,24,970,47.06,20,62,20
1,FAC-NA,FAC-NA,14,NATURAL,Inch,35,651,68.24,29.1,90,29.1
1,FAC-NA,FAC-NA,16,NATURAL,Inch,43,565,85.88,36.3,113,36.3
1,FAC-NA,FAC-NA,18,NATURAL,Inch,53,573,104.71,44.1,143,44.1
1,FAC-NA,FAC-NA,20,NATURAL,Inch,62,370,122.35,52,169,52
1,FAC-NA,FAC-NA,22,NATURAL,Inch,71,370,141.18,59.8,188,59.8
1,FAC-NA,FAC-NA,24,NATURAL,Inch,77,370,152.94,65.1,214,65.1
1,FAC-NA,FAC-NA,26,NATURAL,Inch,83,370,165.88,70.3,240,70.3
33,AND-STW,AND-STW,16,1,Inch,50,297,100,42.5,164,42.5
33,AND-STW,AND-STW,16,001B,Inch,50,297,100,63.75,164,63.75
33,AND-STW,AND-STW,16,2,Inch,50,98,100,63.75,164,63.75
33,AND-STW,AND-STW,16,4,Inch,50,98,100,63.75,164,63.75
33,AND-STW,AND-STW,16,22,Inch,70,196,147.06,93.75,244,93.75
33,AND-STW,AND-STW,16,24,Inch,70,97,147.06,93.75,244,93.75
33,AND-STW,AND-STW,16,27,Inch,55,96,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,30,Inch,50,99,100,63.75,164,63.75
33,AND-STW,AND-STW,16,32A,Inch,50,99,100,63.75,164,63.75
33,AND-STW,AND-STW,16,33,Inch,50,100,100,63.75,164,63.75
33,AND-STW,AND-STW,16,35A,Inch,50,98,100,63.75,164,63.75
33,AND-STW,AND-STW,16,613B,Inch,70,393,147.06,93.75,244,93.75
33,AND-STW,AND-STW,16,LT_SILVER,Inch,70,86,147.06,93.75,244,93.75
33,AND-STW,AND-STW,16,P10_16,Inch,55,193,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P14_24,Inch,55,191,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P16_24,Inch,55,95,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P18_22,Inch,70,190,147.06,93.75,244,93.75
33,AND-STW,AND-STW,16,P2_27,Inch,55,99,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P2_613,Inch,55,98,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P27_613,Inch,55,94,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P4_24,Inch,55,97,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P4_27,Inch,55,92,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P4_27_30,Inch,55,97,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P4_30,Inch,55,98,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,P6_613,Inch,55,96,111.76,71.25,184,71.25
33,AND-STW,AND-STW,16,T4_30_27,Inch,55,92,111.76,71.25,184,71.25
33,AND-STW,AND-STW,18,1,Inch,62,190,122.35,78,202,78
33,AND-STW,AND-STW,18,001B,Inch,62,285,122.35,78,202,78
33,AND-STW,AND-STW,18,2,Inch,62,190,122.35,78,202,78
33,AND-STW,AND-STW,18,4,Inch,62,189,122.35,78,202,78
33,AND-STW,AND-STW,18,6,Inch,62,190,122.35,78,202,78
33,AND-STW,AND-STW,18,10,Inch,62,97,122.35,78,202,78
33,AND-STW,AND-STW,18,14,Inch,67,96,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,16,Inch,67,89,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,18,Inch,82,87,169.41,108,282,108
33,AND-STW,AND-STW,18,22,Inch,82,288,169.41,108,282,108
33,AND-STW,AND-STW,18,27,Inch,67,149,134.12,108,222,108
33,AND-STW,AND-STW,18,30,Inch,62,97,122.35,78,202,78
33,AND-STW,AND-STW,18,32A,Inch,62,92,122.35,78,202,78
33,AND-STW,AND-STW,18,33,Inch,62,97,122.35,78,202,78
33,AND-STW,AND-STW,18,35A,Inch,67,91,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,613,Inch,82,273,169.41,108,282,108
33,AND-STW,AND-STW,18,LT_SILVER,Inch,82,174,169.41,108,282,108
33,AND-STW,AND-STW,18,P10_16,Inch,67,286,134.12,85.5,284,85.5
33,AND-STW,AND-STW,18,P14_24,Inch,67,85,134.12,85.5,284,85.5
33,AND-STW,AND-STW,18,P16_24,Inch,67,184,134.12,85.5,284,85.5
33,AND-STW,AND-STW,18,P18_22,Inch,82,280,169.41,108,282,108
33,AND-STW,AND-STW,18,P2_27,Inch,67,97,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,P27_613,Inch,67,282,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,P4_24,Inch,67,190,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,P4_27,Inch,67,93,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,P4_27_30,Inch,67,192,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,P4_30,Inch,67,200,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,T4_30_27,Inch,67,130,134.12,85.5,222,85.5
33,AND-STW,AND-STW,18,T6_27_613,Inch,82,181,169.41,108,282,108
33,AND-STW,AND-STW,18,TT3_613,Inch,82,182,169.41,108,282,108
33,AND-STW,AND-STW,20,1,Inch,74,200,147.06,93.75,242,93.75
33,AND-STW,AND-STW,20,001B,Inch,74,299,147.06,93.75,242,93.75
33,AND-STW,AND-STW,20,2,Inch,74,98,147.06,93.75,242,93.75
33,AND-STW,AND-STW,20,4,Inch,74,98,147.06,93.75,242,93.75
33,AND-STW,AND-STW,20,613,Inch,94,298,194.12,123.75,322,123.75
33,AND-STW,AND-STW,20,613B,Inch,94,397,194.12,123.75,322,123.75
33,AND-STW,AND-STW,20,P10_16,Inch,79,199,158.82,101.25,262,101.25
33,AND-STW,AND-STW,20,P18_22,Inch,94,199,194.12,123.75,322,123.75
33,AND-STW,AND-STW,22,1,Inch,83,98,164.71,105,272,105
33,AND-STW,AND-STW,22,001B,Inch,83,97,164.71,105,272,105
33,AND-STW,AND-STW,22,2,Inch,83,96,164.71,105,272,105
33,AND-STW,AND-STW,22,4,Inch,83,96,164.71,105,272,105
33,AND-STW,AND-STW,22,613,Inch,103,199,211.76,135,352,135
33,AND-STW,AND-STW,22,613B,Inch,103,299,211.76,135,352,135
33,AND-STW,AND-STW,22,P10_16,Inch,88,200,176.47,112.5,292,112.5
33,AND-STW,AND-STW,22,P18_22,Inch,103,200,211.76,135,352,135
33,AND-STW,AND-STW,24,1,Inch,89,100,177.65,113.25,292,113.25
33,AND-STW,AND-STW,24,001B,Inch,89,150,177.65,113.25,292,113.25
33,AND-STW,AND-STW,24,2,Inch,89,150,177.65,113.25,292,113.25
33,AND-STW,AND-STW,24,4,Inch,89,100,177.65,113.25,292,113.25
49,DIANA,DIANA,,1,Inch,103,46,205.88,87.5,340,87.5
49,DIANA,DIANA,,1B,Inch,103,73,205.88,87.5,340,87.5
49,DIANA,DIANA,,2,Inch,103,44,205.88,87.5,340,87.5
49,DIANA,DIANA,,4,Inch,103,28,205.88,87.5,340,87.5
49,DIANA,DIANA,,6,Inch,103,28,205.88,87.5,340,87.5
49,DIANA,DIANA,,F10_16,Inch,103,22,205.88,87.5,340,87.5
49,DIANA,DIANA,,F14_24,Inch,103,24,205.88,87.5,340,87.5
49,DIANA,DIANA,,F1B_30,Inch,103,25,205.88,87.5,340,87.5
49,DIANA,DIANA,,F1B_BURG,Inch,103,25,205.88,87.5,340,87.5
49,DIANA,DIANA,,F27_613,Inch,103,23,205.88,87.5,340,87.5
49,DIANA,DIANA,,F4_27,Inch,103,24,205.88,87.5,340,87.5
49,DIANA,DIANA,,F4_30,Inch,103,24,205.88,87.5,340,87.5
49,DIANA,DIANA,,F6_27,Inch,103,23,205.88,87.5,340,87.5
51,LUCY,LUCY,,1,Inch,79,38,157.65,67,262,67
51,LUCY,LUCY,,1B,Inch,79,61,157.65,67,262,67
51,LUCY,LUCY,,2,Inch,79,42,157.65,67,262,67
51,LUCY,LUCY,,4,Inch,79,24,157.65,67,262,67
51,LUCY,LUCY,,6,Inch,79,29,157.65,67,262,67
51,LUCY,LUCY,,F10_16,Inch,79,24,157.65,67,262,67
51,LUCY,LUCY,,F14_24,Inch,79,25,157.65,67,262,67
51,LUCY,LUCY,,F1B_30,Inch,79,19,157.65,67,262,67
51,LUCY,LUCY,,F1B_BURG,Inch,79,23,157.65,67,262,67
51,LUCY,LUCY,,F27_613,Inch,79,24,157.65,67,262,67
51,LUCY,LUCY,,F4_27,Inch,79,23,157.65,67,262,67
51,LUCY,LUCY,,F4_30,Inch,79,19,157.65,67,262,67
51,LUCY,LUCY,,F6_27,Inch,79,24,157.65,67,262,67
52,BETH,BETH,,1,Inch,17,98,32.94,14,54,14
52,BETH,BETH,,1B,Inch,17,146,32.94,14,54,14
52,BETH,BETH,,2,Inch,17,98,32.94,14,54,14
52,BETH,BETH,,280,Inch,17,47,32.94,14,54,14
52,BETH,BETH,,34,Inch,17,22,32.94,14,54,14
52,BETH,BETH,,4,Inch,17,22,32.94,14,54,14
52,BETH,BETH,,44,Inch,17,20,32.94,14,54,14
52,BETH,BETH,,51,Inch,17,22,32.94,14,54,14
52,BETH,BETH,,F1B_30,Inch,17,27,32.94,14,54,14
53,VIVIAN,VIVIAN,,1,Inch,17,98,32.94,14,54,14
53,VIVIAN,VIVIAN,,1B,Inch,17,148,32.94,14,54,14
53,VIVIAN,VIVIAN,,2,Inch,17,98,32.94,14,54,14
53,VIVIAN,VIVIAN,,280,Inch,17,46,32.94,14,54,14
53,VIVIAN,VIVIAN,,34,Inch,17,22,32.94,14,54,14
53,VIVIAN,VIVIAN,,4,Inch,17,21,32.94,14,54,14
53,VIVIAN,VIVIAN,,44,Inch,17,22,32.94,14,54,14
53,VIVIAN,VIVIAN,,51,Inch,17,22,32.94,14,54,14
53,VIVIAN,VIVIAN,,F1B_30,Inch,17,24,32.94,14,54,14
1021,ONNA,ONNA,,1,Inch,21,20,32.94,18,42,18
1021,ONNA,ONNA,,1B,Inch,21,20,32.94,18,42,18
1021,ONNA,ONNA,,2,Inch,21,20,32.94,18,42,18
1021,ONNA,ONNA,,4,Inch,21,20,32.94,18,42,18
1021,ONNA,ONNA,,27,Inch,21,10,32.94,18,42,18
1021,ONNA,ONNA,,30,Inch,21,10,32.94,18,42,18
1021,ONNA,ONNA,,33,Inch,21,10,32.94,18,42,18
1021,ONNA,ONNA,,F1B_30,Inch,21,10,32.94,18,42,18
1021,ONNA,ONNA,,F4_27,Inch,21,10,32.94,18,42,18
1021,ONNA,ONNA,,F4_30,Inch,21,10,32.94,18,42,18
55,ISABELLA,ISABELLA,,1,Inch,21,107,41.18,17.5,51,17.5
55,ISABELLA,ISABELLA,,001B,Inch,21,149,41.18,17.5,51,17.5
55,ISABELLA,ISABELLA,,2,Inch,21,108,41.18,17.5,51,17.5
55,ISABELLA,ISABELLA,,4,Inch,21,109,41.18,17.5,51,17.5
55,ISABELLA,ISABELLA,,3T1B_30,Inch,24,42,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,3T5004,Inch,24,42,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,DX2216,Inch,21,43,41.18,20.5,51,20.5
55,ISABELLA,ISABELLA,,DX3147,Inch,21,44,41.18,20.5,51,20.5
55,ISABELLA,ISABELLA,,DX4733,Inch,21,44,41.18,20.5,51,20.5
55,ISABELLA,ISABELLA,,LX3316,Inch,21,42,41.18,20.5,51,20.5
55,ISABELLA,ISABELLA,,SOM7002,Inch,24,43,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,SOM7003,Inch,24,44,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,SOM7005,Inch,24,43,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,SOM7008,Inch,24,43,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,SOM7016,Inch,24,44,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,TT_BURG,Inch,24,42,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,TT1B_RED,Inch,24,43,48.24,20.5,60,20.5
55,ISABELLA,ISABELLA,,TT4_27,Inch,24,43,48.24,20.5,60,20.5
12,TFH-005,TFH-005 (Straight),,NATURAL,Inch,42.94,316,85.88,36.5,85.88,36.5
13,TFH-006,TFH-006 (Curly),,NATURAL,Inch,44.12,328,88.24,37.5,235,37.5
54,MELISSA,MELISSA,,1,Inch,22,107,42.35,18,70,18
54,MELISSA,MELISSA,,001B,Inch,22,152,42.35,18,70,18
54,MELISSA,MELISSA,,2,Inch,22,109,42.35,18,70,18
54,MELISSA,MELISSA,,4,Inch,22,109,42.35,18,70,18
54,MELISSA,MELISSA,,3T1B_30,Inch,25,41,42.35,21,82,21
54,MELISSA,MELISSA,,3T5004,Inch,25,43,42.35,21,82,21
54,MELISSA,MELISSA,,DX2216,Inch,25,43,49.41,21,70,21
54,MELISSA,MELISSA,,DX3147,Inch,25,44,49.41,21,70,21
54,MELISSA,MELISSA,,DX4733,Inch,25,44,49.41,21,70,21
54,MELISSA,MELISSA,,LX3316,Inch,25,42,49.41,21,70,21
54,MELISSA,MELISSA,,SOM7002,Inch,25,43,49.41,21,82,21
54,MELISSA,MELISSA,,SOM7003,Inch,25,44,49.41,21,82,21
54,MELISSA,MELISSA,,SOM7005,Inch,25,44,49.41,21,82,21
54,MELISSA,MELISSA,,SOM7008,Inch,25,42,49.41,21,82,21
54,MELISSA,MELISSA,,SOM7016,Inch,25,44,49.41,21,82,21
54,MELISSA,MELISSA,,TT_BURG,Inch,25,43,49.41,21,82,21
54,MELISSA,MELISSA,,TT1B_RED,Inch,25,44,49.41,21,82,21
54,MELISSA,MELISSA,,TT4_27,Inch,25,41,49.41,21,82,21
1001,MYANMAR-BD,MYANMAR-BD,10,Natural,Inch,26.5,99,41.18,22.5,53,22.5
1001,MYANMAR-BD,MYANMAR-BD,12,Natural,Inch,32,99,50,27,64,27
1001,MYANMAR-BD,MYANMAR-BD,14,Natural,Inch,37.5,149,58.24,31.5,75,31.5
1001,MYANMAR-BD,MYANMAR-BD,16,Natural,Inch,43,198,67.06,36.5,86,36.5
1001,MYANMAR-BD,MYANMAR-BD,18,Natural,Inch,48,198,75.29,41,96,41
1001,MYANMAR-BD,MYANMAR-BD,20,Natural,Inch,53.5,98,84.12,45.5,107,45.5
1001,MYANMAR-BD,MYANMAR-BD,22,Natural,Inch,59,99,92.35,50,118,50
1001,MYANMAR-BD,MYANMAR-BD,24,Natural,Inch,64,99,100.59,54.5,128,54.5
1001,MYANMAR-BD,MYANMAR-BD,26,Natural,Inch,69.5,99,108.82,59,139,59
