ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,PRICE,STOCK,MANUFACTUREPRICE,WHOLESALEPRICE,REGULARPRICE,AGENT_PRICE
1002,MYANMAR-SC,MYANMAR-SC,14,Natural,Inch,39.5,49,61.76,33.5,79,33.5
1002,MYANMAR-SC,MYANMAR-SC,16,Natural,Inch,45,49,70.59,38.5,90,38.5
1002,MYANMAR-SC,MYANMAR-SC,18,Natural,Inch,50.5,49,78.82,43,101,43
1002,MYANMAR-SC,MYANMAR-SC,20,Natural,Inch,55.5,49,87.65,47.5,111,47.5
57,KAREN,KAREN,,1,Inch,21,105,41.18,17.5,68,17.5
57,KAREN,KAREN,,001B,Inch,21,149,41.18,17.5,68,17.5
57,KAREN,KAREN,,2,Inch,21,107,41.18,17.5,68,17.5
57,KAREN,KAREN,,4,Inch,21,107,41.18,17.5,68,17.5
57,KAREN,KAREN,,3T1B_30,Inch,24,41,48.24,20.5,80,20.5
57,KAREN,KAREN,,3T5004,Inch,24,37,48.24,20.5,80,20.5
57,KAREN,KAREN,,DX2216,Inch,21,41,41.18,17.5,68,17.5
57,KAREN,KAREN,,DX3147,Inch,21,42,41.18,17.5,68,17.5
57,KAREN,KAREN,,DX4733,Inch,21,42,41.18,17.5,68,17.5
57,KAREN,KAREN,,LX3316,Inch,21,39,41.18,17.5,68,17.5
57,KAREN,KAREN,,SOM7002,Inch,24,41,48.24,20.5,80,20.5
57,KAREN,KAREN,,SOM7003,Inch,24,42,48.24,20.5,80,20.5
57,KAREN,KAREN,,SOM7005,Inch,24,42,48.24,20.5,80,20.5
57,KAREN,KAREN,,SOM7008,Inch,24,42,48.24,20.5,80,20.5
57,KAREN,KAREN,,SOM7016,Inch,24,40,48.24,20.5,80,20.5
57,KAREN,KAREN,,TT_BURG,Inch,24,41,48.24,20.5,80,20.5
57,KAREN,KAREN,,TT1B_RED,Inch,24,42,48.24,20.5,80,20.5
57,KAREN,KAREN,,TT4_27,Inch,24,41,48.24,20.5,80,20.5
1018,LIYAH,LIYAH,,1,Inch,21.5,20,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,1B,Inch,21.5,20,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,2,Inch,21.5,20,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,4,Inch,21.5,20,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,27,Inch,21.5,10,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,30,Inch,21.5,10,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,33,Inch,21.5,10,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,F1B_30,Inch,21.5,10,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,F4_27,Inch,21.5,10,34.12,18.5,43,18.5
1018,LIYAH,LIYAH,,F4_30,Inch,21.5,10,34.12,18.5,43,18.5
1017,CAROLYN,CAROLYN,,1,Inch,20.71,20,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,1B,Inch,20.71,20,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,2,Inch,20.71,20,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,4,Inch,20.71,20,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,27,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,30,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,33,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,34,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,44,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,280,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,F1B_30,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,F4_27,Inch,20.71,10,32.35,17.6,41.42,17.6
1017,CAROLYN,CAROLYN,,F4_30,Inch,20.71,10,32.35,17.6,41.42,17.6
1016,ALICIA,ALICIA,,1,Inch,17.65,20,27.06,15,35.29,15
1016,ALICIA,ALICIA,,1B,Inch,17.65,20,27.06,15,35.29,15
1016,ALICIA,ALICIA,,2,Inch,17.65,20,27.06,15,35.29,15
1016,ALICIA,ALICIA,,4,Inch,17.65,20,27.06,15,35.29,15
1016,ALICIA,ALICIA,,27,Inch,17.65,10,27.06,15,35.29,15
1016,ALICIA,ALICIA,,30,Inch,17.65,10,27.06,15,35.29,15
1016,ALICIA,ALICIA,,33,Inch,17.65,10,27.06,15,35.29,15
1016,ALICIA,ALICIA,,F1B_30,Inch,17.65,10,27.06,15,35.29,15
1016,ALICIA,ALICIA,,F4_27,Inch,17.65,10,27.06,15,35.29,15
1016,ALICIA,ALICIA,,F4_30,Inch,17.65,10,27.06,15,35.29,15
1020,MIYA,MIYA,,1,Inch,82,19,128.82,69.5,164,69.5
1020,MIYA,MIYA,,1B,Inch,82,19,128.82,69.5,164,69.5
1020,MIYA,MIYA,,2,Inch,82,20,128.82,69.5,164,69.5
1020,MIYA,MIYA,,4,Inch,82,20,128.82,69.5,164,69.5
1020,MIYA,MIYA,,27,Inch,82,10,128.82,69.5,164,69.5
1020,MIYA,MIYA,,30,Inch,82,10,128.82,69.5,0,69.5
1020,MIYA,MIYA,,33,Inch,82,10,128.82,69.5,0,69.5
1020,MIYA,MIYA,,F1B_30,Inch,82,10,128.82,69.5,0,69.5
1020,MIYA,MIYA,,F4_27,Inch,82,10,128.82,69.5,0,69.5
1020,MIYA,MIYA,,F4_30,Inch,82,10,128.82,69.5,0,69.5
1019,MARIE,MARIE,,1,Inch,21,20,32.94,18,42,18
1019,MARIE,MARIE,,1B,Inch,21,19,32.94,18,42,18
1019,MARIE,MARIE,,2,Inch,21,20,32.94,18,42,18
1019,MARIE,MARIE,,4,Inch,21,20,32.94,18,42,18
1019,MARIE,MARIE,,27,Inch,21,10,32.94,18,42,18
1019,MARIE,MARIE,,30,Inch,21,10,32.94,18,42,18
1019,MARIE,MARIE,,33,Inch,21,10,32.94,18,42,18
1019,MARIE,MARIE,,F1B_30,Inch,21,10,32.94,18,42,18
1019,MARIE,MARIE,,F4_27,Inch,21,10,32.94,18,42,18
1019,MARIE,MARIE,,F4_30,Inch,21,10,32.94,18,42,18
1015,AALAHNI,AALAHNI,,1,Inch,48.5,20,75.88,41,97,41
1015,AALAHNI,AALAHNI,,1B,Inch,48.5,20,75.88,41,97,41
1015,AALAHNI,AALAHNI,,2,Inch,48.5,20,75.88,41,97,41
1015,AALAHNI,AALAHNI,,4,Inch,48.5,20,75.88,41,97,41
1015,AALAHNI,AALAHNI,,27,Inch,48.5,10,75.88,41,97,41
1015,AALAHNI,AALAHNI,,30,Inch,48.5,10,75.88,41,97,41
1015,AALAHNI,AALAHNI,,33,Inch,48.5,10,75.88,41,97,41
1015,AALAHNI,AALAHNI,,F1B_30,Inch,48.5,10,75.88,41,97,41
1015,AALAHNI,AALAHNI,,F4_27,Inch,48.5,10,75.88,41,97,41
1015,AALAHNI,AALAHNI,,F4_30,Inch,48.5,10,75.88,41,97,41
1006,SHUNFA-ST,SHUNFA-ST,10,Natural,Inch,45,49,70.59,38,90,38
1006,SHUNFA-ST,SHUNFA-ST,12,Natural,Inch,52.5,49,81.76,44.5,105,44.5
1006,SHUNFA-ST,SHUNFA-ST,14,Natural,Inch,57.5,49,90.59,49,115,49
1006,SHUNFA-ST,SHUNFA-ST,16,Natural,Inch,65,49,101.76,55.5,130,55.5
1006,SHUNFA-ST,SHUNFA-ST,18,Natural,Inch,85,49,133.53,72.5,170,72.5
1006,SHUNFA-ST,SHUNFA-ST,20,Natural,Inch,89,49,139.41,75.5,178,75.5
1006,SHUNFA-ST,SHUNFA-ST,22,Natural,Inch,97,49,151.76,82.5,194,82.5
1006,SHUNFA-ST,SHUNFA-ST,24,Natural,Inch,111,49,173.53,94,222,94
1006,SHUNFA-ST,SHUNFA-ST,26,Natural,Inch,119.5,49,187.65,101.5,239,101.5
56,ANNA,ANNA,,1,Inch,14,102,27.06,11.5,46,11.5
56,ANNA,ANNA,,001B,Inch,14,126,27.06,11.5,46,11.5
56,ANNA,ANNA,,2,Inch,14,102,27.06,11.5,46,11.5
56,ANNA,ANNA,,4,Inch,14,102,27.06,11.5,46,11.5
56,ANNA,ANNA,,3T1B_30,Inch,17,50,34.12,14.5,58,14.5
56,ANNA,ANNA,,3T5004,Inch,17,50,34.12,14.5,58,14.5
56,ANNA,ANNA,,DX2216,Inch,14,50,27.06,14.5,46,14.5
56,ANNA,ANNA,,DX3147,Inch,14,52,27.06,14.5,46,14.5
56,ANNA,ANNA,,DX4733,Inch,14,50,27.06,14.5,46,14.5
56,ANNA,ANNA,,LX3316,Inch,14,51,27.06,14.5,46,14.5
56,ANNA,ANNA,,SOM7002,Inch,17,51,34.12,14.5,58,14.5
56,ANNA,ANNA,,SOM7003,Inch,17,52,34.12,14.5,58,14.5
56,ANNA,ANNA,,SOM7005,Inch,17,51,34.12,14.5,58,14.5
56,ANNA,ANNA,,SOM7008,Inch,17,51,34.12,14.5,58,14.5
56,ANNA,ANNA,,SOM7016,Inch,17,51,34.12,14.5,58,14.5
56,ANNA,ANNA,,TT_BURG,Inch,17,51,34.12,14.5,58,14.5
56,ANNA,ANNA,,TT1B_RED,Inch,17,52,34.12,14.5,58,14.5
56,ANNA,ANNA,,TT4_27,Inch,17,50,34.12,14.5,58,14.5
1014,SP-BRD-001,SP-BRD,,1,Inch,0.7,6269,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,001B,Inch,0.7,6250,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,2,Inch,0.7,6440,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,4,Inch,0.7,3540,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,27,Inch,0.7,1000,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,30,Inch,0.7,724,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,33,Inch,0.7,744,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,P1B_118,Inch,0.7,500,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,P1B_33,Inch,0.7,414,1.18,0.6,2.35,0.6
1014,SP-BRD-001,SP-BRD,,P4_30,Inch,0.7,500,1.18,0.6,2.35,0.6
1010,DEJA-SY ,DEJA-SY ,8,1,Inch,9.5,400,15.29,8.5,19,8.5
1010,DEJA-SY ,DEJA-SY ,8,1B,Inch,9.5,500,15.29,8.5,19,8.5
1010,DEJA-SY ,DEJA-SY ,8,2,Inch,9.5,300,15.29,8.5,19,8.5
1010,DEJA-SY ,DEJA-SY ,8,4,Inch,9.5,200,15.29,8.5,19,8.5
1010,DEJA-SY ,DEJA-SY ,8,27,Inch,10.5,200,16.47,9.5,21,9.5
1010,DEJA-SY ,DEJA-SY ,8,30,Inch,9.5,100,15.29,8.5,19,8.5
1010,DEJA-SY ,DEJA-SY ,8,33,Inch,9.5,100,15.29,8.5,19,8.5
1010,DEJA-SY ,DEJA-SY ,8,P1B_27,Inch,11.5,50,17.65,10.5,23,10.5
1010,DEJA-SY ,DEJA-SY ,8,P1B_30,Inch,11.5,50,17.65,10.5,23,10.5
1010,DEJA-SY ,DEJA-SY ,8,P4_27,Inch,11.5,50,17.65,10.5,23,10.5
1010,DEJA-SY ,DEJA-SY ,8,P4_30,Inch,11.5,50,17.65,10.5,23,10.5
1010,DEJA-SY ,DEJA-SY ,10,1,Inch,12.5,400,19.41,10.5,25,10.5
1010,DEJA-SY ,DEJA-SY ,10,1B,Inch,12.5,500,19.41,10.5,25,10.5
1010,DEJA-SY ,DEJA-SY ,10,2,Inch,12.5,300,19.41,10.5,25,10.5
1010,DEJA-SY ,DEJA-SY ,10,4,Inch,12.5,200,19.41,10.5,25,10.5
1010,DEJA-SY ,DEJA-SY ,10,27,Inch,13.5,200,20.59,11.5,27,11.5
1010,DEJA-SY ,DEJA-SY ,10,30,Inch,12.5,100,19.41,10.5,25,10.5
1010,DEJA-SY ,DEJA-SY ,10,33,Inch,12.5,100,19.41,10.5,25,10.5
1010,DEJA-SY ,DEJA-SY ,10,P1B_27,Inch,14.5,50,21.76,12.5,29,12.5
1010,DEJA-SY ,DEJA-SY ,10,P1B_30,Inch,14.5,50,21.76,12.5,29,12.5
1010,DEJA-SY ,DEJA-SY ,10,P4_27,Inch,14.5,50,21.76,12.5,29,12.5
1010,DEJA-SY ,DEJA-SY ,10,P4_30,Inch,14.5,50,21.76,12.5,29,12.5
1010,DEJA-SY ,DEJA-SY ,12,1,Inch,18.5,399,28.82,15.5,37,15.5
1010,DEJA-SY ,DEJA-SY ,12,1B,Inch,18.5,499,28.82,15.5,37,15.5
1010,DEJA-SY ,DEJA-SY ,12,2,Inch,18.5,299,28.82,15.5,37,15.5
1010,DEJA-SY ,DEJA-SY ,12,4,Inch,18.5,199,28.82,15.5,37,15.5
1010,DEJA-SY ,DEJA-SY ,12,27,Inch,19.5,199,30,16.5,39,16.5
1010,DEJA-SY ,DEJA-SY ,12,30,Inch,18.5,99,28.82,15.5,37,15.5
1010,DEJA-SY ,DEJA-SY ,12,33,Inch,18.5,99,28.82,15.5,37,15.5
1010,DEJA-SY ,DEJA-SY ,12,P1B_27,Inch,20.5,49,31.18,17.5,41,17.5
1010,DEJA-SY ,DEJA-SY ,12,P1B_30,Inch,20.5,49,31.18,17.5,41,17.5
1010,DEJA-SY ,DEJA-SY ,12,P4_27,Inch,20.5,49,31.18,17.5,41,17.5
1010,DEJA-SY ,DEJA-SY ,12,P4_30,Inch,20.5,49,31.18,17.5,41,17.5
1010,DEJA-SY ,DEJA-SY ,14,1,Inch,26.5,200,41.18,22.5,53,22.5
1010,DEJA-SY ,DEJA-SY ,14,1B,Inch,26.5,299,41.18,22.5,53,22.5
1010,DEJA-SY ,DEJA-SY ,14,2,Inch,26.5,200,41.18,22.5,53,22.5
1010,DEJA-SY ,DEJA-SY ,14,4,Inch,26.5,100,41.18,22.5,53,22.5
1010,DEJA-SY ,DEJA-SY ,14,27,Inch,27.5,100,42.35,23.5,55,23.5
1010,DEJA-SY ,DEJA-SY ,14,30,Inch,26.5,100,41.18,22.5,53,22.5
1010,DEJA-SY ,DEJA-SY ,14,33,Inch,26.5,100,41.18,22.5,53,22.5
1010,DEJA-SY ,DEJA-SY ,14,P1B_27,Inch,28.5,50,43.53,24.5,57,24.5
1010,DEJA-SY ,DEJA-SY ,14,P1B_30,Inch,28.5,50,43.53,24.5,57,24.5
1010,DEJA-SY ,DEJA-SY ,14,P4_27,Inch,28.5,50,43.53,24.5,57,24.5
1010,DEJA-SY ,DEJA-SY ,14,P4_30,Inch,28.5,50,43.53,24.5,57,24.5
1010,DEJA-SY ,DEJA-SY ,16,1,Inch,32.5,200,51.18,27.5,65,27.5
1010,DEJA-SY ,DEJA-SY ,16,1B,Inch,32.5,299,51.18,27.5,65,27.5
1010,DEJA-SY ,DEJA-SY ,16,2,Inch,32.5,200,51.18,27.5,65,27.5
1010,DEJA-SY ,DEJA-SY ,16,4,Inch,32.5,100,51.18,27.5,65,27.5
1010,DEJA-SY ,DEJA-SY ,16,27,Inch,33.5,100,52.35,28.5,67,28.5
1010,DEJA-SY ,DEJA-SY ,16,30,Inch,32.5,100,51.18,27.5,65,27.5
1010,DEJA-SY ,DEJA-SY ,16,33,Inch,32.5,100,51.18,27.5,65,27.5
1010,DEJA-SY ,DEJA-SY ,16,P1B_27,Inch,34.5,50,53.53,29.5,69,29.5
1010,DEJA-SY ,DEJA-SY ,16,P1B_30,Inch,34.5,50,53.53,29.5,69,29.5
1010,DEJA-SY ,DEJA-SY ,16,P4_27,Inch,34.5,50,53.53,29.5,69,29.5
1010,DEJA-SY ,DEJA-SY ,16,P4_30,Inch,34.5,50,53.53,29.5,69,29.5
1010,DEJA-SY ,DEJA-SY ,18,1,Inch,41,200,64.71,35,82,35
1010,DEJA-SY ,DEJA-SY ,18,1B,Inch,41,300,64.71,35,82,35
1010,DEJA-SY ,DEJA-SY ,18,2,Inch,41,100,64.71,35,82,35
1010,DEJA-SY ,DEJA-SY ,18,4,Inch,41,100,64.71,35,82,35
1010,DEJA-SY ,DEJA-SY ,18,27,Inch,42,100,65.88,36,84,36
1010,DEJA-SY ,DEJA-SY ,18,30,Inch,41,100,64.71,35,82,35
1010,DEJA-SY ,DEJA-SY ,18,33,Inch,41,100,64.71,35,82,35
1010,DEJA-SY ,DEJA-SY ,18,P1B_27,Inch,43,50,67.06,37,86,37
1010,DEJA-SY ,DEJA-SY ,18,P1B_30,Inch,43,50,67.06,37,86,37
1010,DEJA-SY ,DEJA-SY ,18,P4_27,Inch,43,50,67.06,37,86,37
1010,DEJA-SY ,DEJA-SY ,18,P4_30,Inch,43,50,67.06,37,86,37
1009,DEJA-SC,DEJA-SC,10,1,Inch,15,200,23.53,13,30,13
1009,DEJA-SC,DEJA-SC,10,1B,Inch,15,300,23.53,13,30,13
1009,DEJA-SC,DEJA-SC,10,2,Inch,15,100,23.53,13,30,13
1009,DEJA-SC,DEJA-SC,10,4,Inch,15,100,23.53,13,30,13
1009,DEJA-SC,DEJA-SC,10,27,Inch,16,100,24.71,14,32,14
1009,DEJA-SC,DEJA-SC,10,30,Inch,15,100,23.53,13,30,13
1009,DEJA-SC,DEJA-SC,10,33,Inch,15,100,23.53,13,30,13
1009,DEJA-SC,DEJA-SC,10,P1B_27,Inch,17,50,25.88,15,34,15
1009,DEJA-SC,DEJA-SC,10,P1B_30,Inch,17,50,25.88,15,34,15
1009,DEJA-SC,DEJA-SC,10,P4_27,Inch,17,50,25.88,15,34,15
1009,DEJA-SC,DEJA-SC,10,P4_30,Inch,17,50,25.88,15,34,15
1009,DEJA-SC,DEJA-SC,12,1,Inch,21,200,33.53,18,42,18
1009,DEJA-SC,DEJA-SC,12,1B,Inch,21,300,33.53,18,42,18
1009,DEJA-SC,DEJA-SC,12,2,Inch,21,100,33.53,18,42,18
1009,DEJA-SC,DEJA-SC,12,4,Inch,21,100,33.53,18,42,18
1009,DEJA-SC,DEJA-SC,12,27,Inch,22,100,34.71,19,44,19
1009,DEJA-SC,DEJA-SC,12,30,Inch,21,100,33.53,18,42,18
1009,DEJA-SC,DEJA-SC,12,33,Inch,21,100,33.53,18,42,18
1009,DEJA-SC,DEJA-SC,12,P1B_27,Inch,23,50,35.88,20,46,20
1009,DEJA-SC,DEJA-SC,12,P1B_30,Inch,23,50,35.88,20,46,20
1009,DEJA-SC,DEJA-SC,12,P4_27,Inch,23,50,35.88,20,46,20
1009,DEJA-SC,DEJA-SC,12,P4_30,Inch,23,50,35.88,20,46,20
1009,DEJA-SC,DEJA-SC,14,1,Inch,29,200,45.29,24.5,58,24.5
1009,DEJA-SC,DEJA-SC,14,1B,Inch,29,300,45.29,24.5,58,24.5
1009,DEJA-SC,DEJA-SC,14,2,Inch,29,100,45.29,24.5,58,24.5
1009,DEJA-SC,DEJA-SC,14,4,Inch,29,100,45.29,24.5,58,24.5
1009,DEJA-SC,DEJA-SC,14,27,Inch,30,100,46.47,25.5,60,25.5
1009,DEJA-SC,DEJA-SC,14,30,Inch,29,100,45.29,24.5,58,24.5
1009,DEJA-SC,DEJA-SC,14,33,Inch,29,100,45.29,24.5,58,24.5
1009,DEJA-SC,DEJA-SC,14,P1B_27,Inch,31,50,47.65,26.5,62,26.5
1009,DEJA-SC,DEJA-SC,14,P1B_30,Inch,31,50,47.65,26.5,62,26.5
1009,DEJA-SC,DEJA-SC,14,P4_27,Inch,31,50,47.65,26.5,62,26.5
1009,DEJA-SC,DEJA-SC,14,P4_30,Inch,31,50,47.65,26.5,62,26.5
1009,DEJA-SC,DEJA-SC,16,1,Inch,35.5,200,55.29,30,71,30
1009,DEJA-SC,DEJA-SC,16,1B,Inch,35.5,300,55.29,30,71,30
1009,DEJA-SC,DEJA-SC,16,2,Inch,35.5,100,55.29,30,71,30
1009,DEJA-SC,DEJA-SC,16,4,Inch,35.5,100,55.29,30,71,30
1009,DEJA-SC,DEJA-SC,16,27,Inch,36.5,100,56.47,31,73,31
1009,DEJA-SC,DEJA-SC,16,30,Inch,35.5,100,55.29,30,71,30
1009,DEJA-SC,DEJA-SC,16,33,Inch,35.5,100,55.29,30,71,30
1009,DEJA-SC,DEJA-SC,16,P1B_27,Inch,37.5,50,57.65,32,75,32
1009,DEJA-SC,DEJA-SC,16,P1B_30,Inch,37.5,50,57.65,32,75,32
1009,DEJA-SC,DEJA-SC,16,P4_27,Inch,37.5,50,57.65,32,75,32
1009,DEJA-SC,DEJA-SC,16,P4_30,Inch,37.5,50,57.65,32,75,32
1009,DEJA-SC,DEJA-SC,18,1,Inch,44,199,68.82,37.5,88,37.5
1009,DEJA-SC,DEJA-SC,18,1B,Inch,44,299,68.82,37.5,88,37.5
1009,DEJA-SC,DEJA-SC,18,2,Inch,44,99,68.82,37.5,88,37.5
1009,DEJA-SC,DEJA-SC,18,4,Inch,44,99,68.82,37.5,88,37.5
1009,DEJA-SC,DEJA-SC,18,27,Inch,45,99,70,38.5,90,38.5
1009,DEJA-SC,DEJA-SC,18,30,Inch,44,99,68.82,37.5,88,37.5
1009,DEJA-SC,DEJA-SC,18,33,Inch,44,99,68.82,37.5,88,37.5
1009,DEJA-SC,DEJA-SC,18,P1B_27,Inch,46,49,71.18,39.5,92,39.5
1009,DEJA-SC,DEJA-SC,18,P1B_30,Inch,46,49,71.18,39.5,92,39.5
1009,DEJA-SC,DEJA-SC,18,P4_27,Inch,46,49,71.18,39.5,92,39.5
1009,DEJA-SC,DEJA-SC,18,P4_30,Inch,46,49,71.18,39.5,92,39.5
1008,DEJA-DW,DEJA-DW,10,1,Inch,14.5,200,22.35,12.5,29,12.5
1008,DEJA-DW,DEJA-DW,10,1B,Inch,14.5,300,22.35,12.5,29,12.5
1008,DEJA-DW,DEJA-DW,10,2,Inch,14.5,100,22.35,12.5,29,12.5
1008,DEJA-DW,DEJA-DW,10,4,Inch,14.5,100,22.35,12.5,29,12.5
1008,DEJA-DW,DEJA-DW,10,27,Inch,15.5,100,23.53,13.5,31,13.5
1008,DEJA-DW,DEJA-DW,10,30,Inch,14.5,100,22.35,12.5,29,12.5
1008,DEJA-DW,DEJA-DW,10,33,Inch,14.5,100,22.35,12.5,29,12.5
1008,DEJA-DW,DEJA-DW,10,P1B_27,Inch,16.5,50,24.71,14.5,33,14.5
1008,DEJA-DW,DEJA-DW,10,P1B_30,Inch,16.5,50,24.71,14.5,33,14.5
1008,DEJA-DW,DEJA-DW,10,P4_27,Inch,16.5,50,24.71,14.5,33,14.5
